Width,Height,Aspect Ratio
0.0047239583333333595,0.011808988764044934,0.40003072470663115
0.0047239583333334185,0.011808988764044934,0.40003072470663614
0.012781250000000011,0.011791569086651063,1.0839312313803378
0.015515624999999967,0.012072599531615928,1.285193380213382
0.0158425925925925,0.010784722222222203,1.4689847606782511
0.012592592592592614,0.009284722222222225,1.3562702567938187
0.021194444444444432,0.014611111111111125,1.4505703422053209
0.02147222222222222,0.014784722222222237,1.4523250352278048
0.020402046783625727,0.02244152046783629,0.909120521172637
0.017339181286549727,0.022441520467836207,0.7726384364820873
0.04245312499999994,0.041030444964871154,1.0346737656963465
0.023062499999999986,0.02262295081967219,1.0194293478260836
0.022312500000000048,0.027681498829039863,0.8060437817258885
0.023062500000000076,0.02149882903981266,1.0727328431372578
0.01044444444444442,0.007298611111111184,1.4310180780209147
0.009962962962962955,0.006583333333333267,1.5133614627285654
0.01044444444444442,0.007298611111111105,1.4310180780209303
0.009453703703703633,0.006444444444444425,1.466954022988499
0.035944444444444494,0.02712499999999996,1.3251408090117804
0.03595370370370369,0.02563888888888886,1.4023113037197554
0.03837962962962962,0.025652777777777816,1.4961198339649855
0.008861111111111104,0.006645833333333368,1.3333333333333253
0.003399765533411529,0.004691164972634871,0.7247166862055575
0.0032004689331770436,0.004417513682564531,0.7244955337227281
0.0033645955451348237,0.004730258014073504,0.7112921821863523
0.0031359906213364397,0.0043549648162627,0.720095512511546
0.0034583821805392596,0.004534792806880384,0.7626328980878802
0.007499999999999974,0.005503512880562047,1.3627659574468072
0.0078125,0.006088992974238863,1.2830528846153875
0.007640625000000023,0.005503512880562047,1.3883178191489438
0.008281250000000018,0.006440281030444965,1.2858522727272754
0.008421875000000068,0.005971896955503539,1.4102512254902013
0.008265624999999943,0.005714285714285709,1.4464843749999914
0.011874999999999991,0.009601873536299753,1.2367378048780495
0.01453125,0.009250585480093651,1.5708465189873462
0.016562500000000036,0.010304449648711958,1.6073153409090921
0.023625000000000007,0.0129274004683841,1.8275135869565189
0.020999999999999998,0.013348946135831355,1.573157894736845
0.022499999999999964,0.013348946135831355,1.6855263157894744
0.006228679722046756,0.015277777777777777,0.40769539998851495
0.006234996841440306,0.013055555555555563,0.4775742261528742
0.009374605180037923,0.01576388888888888,0.594688610539851
0.004958938723941897,0.015444444444444452,0.32108236342069824
0.018874999999999975,0.013348946135831421,1.413969298245608
0.019078124999999967,0.013044496487119422,1.4625420780969471
0.009406249999999972,0.007786885245901646,1.2079605263157849
0.00962499999999995,0.006861826697892254,1.4026877133105764
0.009578124999999993,0.006510538641686186,1.4711724370503578
0.030194444444444458,0.01687499999999997,1.7893004115226376
0.0330833333333333,0.017236111111111146,1.919419822723604
0.005926143024619,0.006648437499999993,0.8913587628099092
0.006266119577960106,0.006648437499999993,0.9424950716555751
0.0055920281359906,0.006640625,0.8420936487138786
0.007362250879249675,0.007320312500000004,1.0057290422027299
0.007420867526377472,0.007679687500000032,0.9662981112678662
0.006963657678780771,0.008414062499999986,0.827621339725107
0.02160185185185189,0.009437500000000022,2.288937944567082
0.005820633059789017,0.006640625,0.8765188607682285
0.005228604923798335,0.005398437499999975,0.9685404200379015
0.007174677608440803,0.007312500000000011,0.9811524934619887
0.006330597889800677,0.006296875000000046,1.0053554961469984
0.0313888888888889,0.015118055555555543,2.076251722553976
0.034629629629629635,0.022763888888888948,1.521252796420578
0.02937962962962962,0.022750000000000072,1.291412291412287
0.0310648148148148,0.022138888888888885,1.403178586365537
0.01815732758620692,0.007343750000000012,2.472487160674981
0.016249999999999983,0.0071145833333333165,2.2840409956076164
0.015150862068965458,0.007322916666666697,2.0689655172413626
0.02870312499999996,0.019262295081967265,1.4901196808510577
0.02728124999999997,0.021018735362997646,1.297949164345403
0.006728395061728391,0.002606646825396823,2.581245374775347
0.018227990970654633,0.00813020833333331,2.2420078580177445
0.018227990970654667,0.00813020833333331,2.242007858017749
0.008796296296296323,0.004791666666666631,1.8357487922705507
0.03076278659612002,0.0120734126984127,2.5479777229982727
0.017416666666666695,0.011890625000000021,1.4647393780113882
0.016749999999999925,0.00834374999999999,2.007490636704113
0.015249999999999986,0.009427083333333345,1.6176795580110463
0.02091666666666665,0.01221874999999996,1.7118499573742583
0.014708333333333339,0.009286458333333355,1.583847448121141
0.01747916666666664,0.008291666666666645,2.108040201005027
0.016661458333333337,0.02611819235225955,0.6379254011387168
0.009062500000000048,0.019513325608342992,0.4644262173396699
0.00905729166666666,0.018991888760139033,0.47690315487085627
0.005104166666666643,0.012977983777520265,0.3932942708333319
0.0058958333333333,0.014380069524913122,0.4100003357507355
0.005755208333333309,0.011969872537659309,0.4808078210713121
0.0058958333333333,0.012746234067207415,0.4625549242424216
0.008723958333333334,0.019779837775202806,0.44105307801210647
0.009062500000000048,0.020556199304750878,0.4408645715896301
0.005386416861826724,0.00625,0.8618266978922758
0.005503512880562047,0.00618749999999999,0.8894566271615444
0.005685814771395103,0.007114933541829572,0.7991381420455296
0.009437500000000003,0.03230240549828174,0.29216090425531965
0.013333333333333312,0.011986111111111105,1.1123986095017369
0.013425925925925926,0.012027777777777733,1.1162432640492728
0.01484259259259262,0.01193749999999988,1.2433585417878759
0.013574074074074044,0.012527777777777752,1.0835181079083516
0.017866478276227497,0.041634089132134476,0.4291309993482624
0.017866478276227497,0.037443315089914,0.47716069566287256
0.017425925925925973,0.011277777777777784,1.5451559934318588
0.01810185185185181,0.011520833333333355,1.5712276471770077
0.025185185185185227,0.01683333333333334,1.4961496149614981
0.02177777777777776,0.01790277777777776,1.2164468580294805
0.021462962962962916,0.017937499999999988,1.1965414892244142
0.02264814814814818,0.019625000000000035,1.1540457655107332
0.00252541047693512,0.0019636576787807206,1.286074708552666
0.00252541047693512,0.001963657678780787,1.2860747085526225
0.00252541047693512,0.001963657678780787,1.2860747085526225
0.00252541047693512,0.001963657678780787,1.2860747085526225
0.00252541047693512,0.001963657678780787,1.2860747085526225
0.0025332290852228376,0.001963657678780787,1.2900563639970544
0.0025332290852228376,0.0019636576787807206,1.2900563639970979
0.00252541047693512,0.001963657678780787,1.2860747085526225
0.02074074074074072,0.016791666666666552,1.235180590019307
