Width,Height,Aspect Ratio
0.2989533333333333,0.37316000000000005,0.801139814914067
0.10795831861533031,0.21113369820172012,0.5113268016183063
0.33636393229166667,0.18089355468750007,1.8594578058502256
0.2165166666666667,0.1615625,1.3401418439716313
0.26909304143862395,0.22420867526377491,1.2001901403772353
0.2503995299647474,0.30423197492163007,0.8230546116306484
0.5073404947916668,0.30779296875000006,1.6483173636229034
0.16980656506447833,0.2433072713057076,0.6979099479979041
0.4671227521501172,0.2940973036342321,1.588327218161362
0.16422444183313747,0.20571316614420063,0.7983176036385516
0.23800235017626317,0.3920689655172414,0.6070420540995278
0.08695074276778736,0.08080304806565065,1.0760824603688446
0.1611415168100078,0.21662954279015242,0.7438575308544343
0.5621666666666667,0.408275,1.3769313983630316
0.22808444096950736,0.21243259085580307,1.073679137700338
0.36140333333333324,0.3540650000000001,1.0207259495666987
0.33707000000000004,0.31382250000000006,1.0740784997888932
0.10920522783468742,0.15676309616888193,0.6966258673344898
0.1524628616106333,0.1254396248534584,1.2154282332137403
0.602814698983581,0.4759671746776085,1.2665047739728927
0.3903518373729476,0.5076025791324736,0.7690107446658067
0.150086004691165,0.08549824150058617,1.7554279720494137
0.1980631510416666,0.37172119140625004,0.5328271716024001
0.8624441833137486,0.8361912225705329,1.031395881748808
0.40948242187499995,0.27978271484375006,1.4635729805670201
0.16279083431257346,0.19619122257053295,0.8297559502390497
0.3063076923076923,0.29624134948096886,1.033980208517009
0.36299333333333333,0.2872275,1.2637833540776329
0.4863337250293772,0.5132288401253919,0.9475962514315374
0.81142578125,0.4663378906250001,1.7399953929596044
0.12277307692307698,0.08158304498269896,1.5048847091832998
0.1530307311903921,0.2898279906176701,0.5280053553980724
0.18661454261141522,0.1946248534583822,0.9588423024879509
0.3886653645833333,0.23799316406250004,1.6330946567913387
0.008515625000000027,0.010881347656249929,0.7825891855508265
0.6289713541666667,0.48868896484375,1.2870586393694599
0.6339550781250001,0.347216796875,1.8258191534242725
0.1301410105757931,0.166551724137931,0.7813849496269153
0.014604166666666727,0.018333333333333344,0.7965909090909119
0.611192714453584,0.49991379310344825,1.2225962213591266
0.007537138389366682,0.011137162954279016,0.6767556890662926
0.010351837372947622,0.015422039859320082,0.6712365852622045
0.22118842845973416,0.15474794841735054,1.4293464354254033
0.26093076923076924,0.23985077854671283,1.0878879393754017
0.1985301016419077,0.11340562719812429,1.7506194934671757
0.35118666666666665,0.23165500000000003,1.515990013885591
0.030860000000000012,0.04235500000000002,0.7286034706646205
0.4485970052083334,0.31463867187500005,1.4257529201195982
0.39698589894242065,0.6304780564263323,0.6296585502001626
0.07167432002825859,0.17838154808444096,0.4018034421045047
0.07120750293083236,0.21776387802971073,0.32699409826416265
0.15279670975323145,0.17857366771159872,0.8556508454538899
0.35531901041666675,0.44743652343749996,0.7941216056455869
0.3428971354166666,0.28815673828125005,1.1899674373812081
0.3429085222830336,0.2846717467760844,1.2045751858640075
0.10269869304132816,0.1856450351837373,0.5531992435977877
0.44406333333333337,0.301415,1.4732622242865596
0.32170898437500006,0.39236328125000003,0.8199263278411072
0.5484179687499999,0.27007324218749995,2.0306268192583756
0.19283815480844407,0.20274912075029308,0.9511170953285888
0.08552168815943727,0.2629397967161845,0.32525197489122887
0.4954417513682564,0.3710257913247362,1.3353296804496984
0.4013213448006255,0.2751113716295428,1.458759564984589
0.23441751368256455,0.17065650644783117,1.373621894423491
0.02619233776387803,0.01633645955451342,1.6033056413769677
0.09631743549648158,0.08450762016412659,1.139748525747365
0.15313599062133645,0.2931118060985145,0.5224490704064907
0.1574708583539385,0.3011962470680219,0.5228181290000451
0.1546989835809226,0.13694607268464243,1.1296343191758507
0.024792806880375294,0.03236225087924973,0.7661026723042967
0.5433932759968726,0.410715123094959,1.3230418006089293
0.08823846153846157,0.0482871972318339,1.827367637736682
0.437130570758405,0.4868991793669402,0.8977845707745006
0.20789679437060202,0.31536342321219224,0.6592292544678483
0.21302580140734942,0.15033411488862836,1.4170157024249936
0.39249413604378425,0.45368698710433764,0.8651209913444565
0.40042000000000005,0.319125,1.2547434390912653
0.08237018721299896,0.2943784206411259,0.2798105480476632
0.373828125,0.39252685546875005,0.9523631817588117
0.23817826426896013,0.3108440797186401,0.7662306597074222
0.0720310844224655,0.17364347146207973,0.41482172532006567
0.02573295655245493,0.045379202501954624,0.5670649798516519
0.11018721299894033,0.16495699765441751,0.6679753788304327
0.07193901485535574,0.04179366940211017,1.721289752359565
0.20799843627834244,0.451453692848769,0.4607303906760137
0.2146333333333333,0.30384249999999996,0.7063966802976323
0.05111806098514464,0.042655334114888616,1.1983978568181501
0.14775716145833337,0.15889160156249998,0.9299243006258774
0.14737367802585197,0.15707680250783698,0.9382268780171986
0.10478498827208756,0.06007033997655335,1.7443714870431435
0.2111384615384615,0.1382115051903114,1.5276475084164143
0.139072265625,0.27763183593749996,0.5009233366749328
0.3837372947615325,0.44607268464243843,0.8602573257071938
0.46552878965922445,0.4819043887147336,0.966018987502513
0.35294921875,0.19853271484374996,1.777788708665872
0.1125405844155844,0.16488719512195124,0.6825307710058924
0.10055810667608621,0.24626270523846752,0.40833672552533345
0.03953703703703708,0.02361805555555555,1.6740174458492623
0.1991008600469117,0.13472450175849943,1.4778370485556531
0.05451915559030494,0.031113716295427925,1.7522546992663932
0.025136825645035256,0.015580304806565021,1.6133718792486933
0.14396403440187647,0.10486518171160608,1.3728487573482464
0.2471907552083333,0.22000488281249997,1.123569404679998
0.08873189685623456,0.23568412822517595,0.37648651830919583
0.5922204847537138,0.33194607268464243,1.7840864329681012
0.18879464285714287,0.1323170731707317,1.4268350888742594
0.4615559030492572,0.2825381008206331,1.6336058807950722
